profile_id,month,income,essentials,discretionary,debt_payment,total_expenses,savings,debt,credit_score,is_stressed
371,7,7149.65,3187.23,955.89,857.03,5000.15,20936.68,10284.36,663,0
371,8,7287.06,2749.13,990.72,857.03,4596.89,23626.85,10284.36,663,0
371,9,4160.11,3259.87,679.96,857.03,4796.87,22990.1,10284.36,663,0
371,10,6382.02,2789.91,840.87,857.03,4487.82,24884.3,10284.36,663,0
371,11,8051.67,2662.25,795.04,857.03,4314.32,28621.64,10284.36,663,0
371,12,9921.2,3026.21,921.76,857.03,4805.01,33737.84,10284.36,663,0
372,1,4534.68,2154.64,710.87,773.61,3639.12,3499.62,9283.32,601,1
372,2,3909.11,1873.08,1003.44,773.61,3650.13,3758.61,9283.32,601,1
372,3,3081.76,2891.5,899.04,773.61,4564.15,2276.21,9283.32,601,1
372,4,3989.99,2629.85,743.07,773.61,4146.53,2119.67,9283.32,601,1
372,5,3196.08,1688.15,900.37,773.61,3362.14,1953.62,9283.32,601,1
372,6,5075.34,2461.25,697.89,773.61,3932.75,3096.22,9283.32,601,1
372,7,4199.97,2131.94,435.75,773.61,3341.3,3954.89,9283.32,601,1
372,8,4477.45,2623.96,786.69,773.61,4184.26,4248.08,9283.32,601,1
372,9,6360.37,1737.98,645.75,773.61,3157.34,7451.11,9283.32,601,1
372,10,4556.57,2462.27,405.91,773.61,3641.79,8365.9,9283.32,601,1
372,11,5074.38,2464.91,363.71,773.61,3602.23,9838.05,9283.32,601,1
372,12,4281.25,1851.71,685.94,773.61,3311.25,10808.04,9283.32,601,1
373,1,1822.08,2404.67,711.74,748.14,3864.55,6340.5,8977.69,681,0
373,2,2869.79,2442.84,912.69,748.14,4103.67,5106.62,8977.69,681,0
373,3,3297.95,1322.11,371.89,748.14,2442.14,5962.43,8977.69,681,0
373,4,3300.73,2157.17,651.63,748.14,3556.94,5706.23,8977.69,681,0
373,5,3283.31,2563.07,834.71,748.14,4145.92,4843.62,8977.69,681,0
373,6,4157.3,2702.56,625.39,748.14,4076.09,4924.83,8977.69,681,0
373,7,2876.18,1951.34,637.55,748.14,3337.02,4463.99,8977.69,681,0
373,8,1929.08,1938.3,954.79,748.14,3641.23,2751.85,8977.69,681,0
373,9,4752.5,2539.1,772.76,748.14,4060.0,3444.34,8977.69,681,0
373,10,5394.02,1649.56,567.68,748.14,2965.38,5872.99,8977.69,681,0
373,11,5072.69,2259.91,622.61,748.14,3630.66,7315.01,8977.69,681,0
373,12,4506.08,1998.4,591.49,748.14,3338.03,8483.06,8977.69,681,0
374,1,5537.73,2761.29,1355.81,996.99,5114.09,4572.27,11963.85,677,1
374,2,7442.01,3099.31,607.91,996.99,4704.21,7310.07,11963.85,677,1
374,3,4758.9,2202.77,1006.07,996.99,4205.83,7863.14,11963.85,677,1
374,4,5211.95,4189.52,605.31,996.99,5791.82,7283.27,11963.85,677,1
374,5,4237.23,3173.88,1126.95,996.99,5297.82,6222.68,11963.85,677,1
374,6,2108.96,1693.33,931.29,996.99,3621.6,4710.04,11963.85,677,1
374,7,7994.89,4402.52,893.68,996.99,6293.18,6411.75,11963.85,677,1
374,8,5716.02,2365.2,1154.81,996.99,4517.0,7610.78,11963.85,677,1
374,9,8252.36,3930.14,989.76,996.99,5916.89,9946.25,11963.85,677,1
374,10,4719.08,2997.09,1341.14,996.99,5335.22,9330.11,11963.85,677,1
374,11,5372.9,1633.49,907.26,996.99,3537.74,11165.27,11963.85,677,1
374,12,5554.25,1629.1,1054.82,996.99,3680.91,13038.61,11963.85,677,1
375,1,3900.7,1929.6,425.97,569.25,2924.83,1339.36,6831.03,704,1
375,2,2305.05,1749.25,582.09,569.25,2900.59,743.82,6831.03,704,1
375,3,2702.04,2259.21,512.22,569.25,3340.68,105.19,6831.03,704,1
375,4,1654.18,1612.1,637.6,569.25,2818.95,0.0,6831.03,704,1
375,5,3409.95,1850.45,781.87,569.25,3201.57,208.38,6831.03,704,1
375,6,2265.89,1526.86,789.13,569.25,2885.25,0.0,6831.03,704,1
375,7,1596.34,1684.83,744.14,569.25,2998.23,0.0,6831.03,704,1
375,8,4094.82,1989.59,666.8,569.25,3225.64,869.18,6831.03,704,1
375,9,2323.83,2294.02,398.47,569.25,3261.74,0.0,6831.03,704,1
375,10,2245.77,1873.36,499.09,569.25,2941.7,0.0,6831.03,704,1
375,11,3303.72,1891.67,822.3,569.25,3283.22,20.5,6831.03,704,1
375,12,3482.02,1443.68,665.53,569.25,2678.46,824.06,6831.03,704,1
376,1,1918.2,772.06,367.6,588.49,1728.15,368.54,7061.86,666,0
376,2,4966.12,1258.71,696.23,588.49,2543.42,2791.24,7061.86,666,0
376,3,2902.43,1659.52,581.91,588.49,2829.92,2863.75,7061.86,666,0
376,4,4877.97,2023.45,645.14,588.49,3257.07,4484.65,7061.86,666,0
376,5,4577.99,1485.99,745.67,588.49,2820.15,6242.49,7061.86,666,0
376,6,4236.24,2158.24,565.68,588.49,3312.41,7166.32,7061.86,666,0
376,7,3079.26,1381.55,469.73,588.49,2439.78,7805.81,7061.86,666,0
376,8,2664.65,1927.38,554.9,588.49,3070.76,7399.7,7061.86,666,0
376,9,3830.1,1980.8,432.57,588.49,3001.86,8227.93,7061.86,666,0
376,10,2515.34,1664.54,474.45,588.49,2727.48,8015.79,7061.86,666,0
376,11,2696.29,2513.88,362.9,588.49,3465.27,7246.81,7061.86,666,0
376,12,5205.79,1892.97,733.59,588.49,3215.04,9237.56,7061.86,666,0
377,1,7032.37,1877.39,458.12,795.38,3130.89,26800.57,9544.57,779,0
377,2,6108.66,3503.18,760.89,795.38,5059.45,27849.78,9544.57,779,0
377,3,10947.57,3630.41,1390.95,795.38,5816.74,32980.61,9544.57,779,0
377,4,10804.82,3792.85,860.04,795.38,5448.27,38337.15,9544.57,779,0
377,5,7736.24,2562.02,795.39,795.38,4152.8,41920.59,9544.57,779,0
377,6,7592.31,2834.85,702.76,795.38,4332.98,45179.92,9544.57,779,0
377,7,4797.95,2603.05,657.62,795.38,4056.05,45921.82,9544.57,779,0
377,8,6240.34,2300.99,721.38,795.38,3817.75,48344.41,9544.57,779,0
377,9,9349.44,2286.68,1026.13,795.38,4108.19,53585.66,9544.57,779,0
377,10,7695.42,2333.33,826.84,795.38,3955.55,57325.53,9544.57,779,0
377,11,4955.29,2587.82,964.24,795.38,4347.44,57933.38,9544.57,779,0
377,12,9131.37,1579.52,493.34,795.38,2868.24,64196.5,9544.57,779,0
378,1,3651.57,2195.05,716.77,882.6,3794.42,15257.28,10591.26,720,0
378,2,7075.9,3318.07,650.94,882.6,4851.62,17481.57,10591.26,720,0
378,3,6814.33,3078.59,622.31,882.6,4583.5,19712.4,10591.26,720,0
378,4,5614.4,2873.42,918.62,882.6,4674.65,20652.15,10591.26,720,0
378,5,3282.26,2734.65,1023.0,882.6,4640.25,19294.16,10591.26,720,0
378,6,7999.13,2205.11,762.25,882.6,3849.96,23443.33,10591.26,720,0
378,7,5435.12,2840.59,904.01,882.6,4627.2,24251.25,10591.26,720,0
378,8,6600.92,1902.99,970.17,882.6,3755.77,27096.4,10591.26,720,0
378,9,4670.49,2552.93,1259.48,882.6,4695.02,27071.88,10591.26,720,0
378,10,3729.98,2462.82,601.35,882.6,3946.78,26855.08,10591.26,720,0
378,11,5954.01,3341.7,920.04,882.6,5144.34,27664.75,10591.26,720,0
378,12,5567.23,3527.15,955.53,882.6,5365.29,27866.7,10591.26,720,0
379,1,3409.71,1674.46,963.72,704.14,3342.33,7915.85,8449.73,693,0
379,2,4230.38,3111.91,456.34,704.14,4272.4,7873.83,8449.73,693,0
379,3,3403.18,2515.04,644.05,704.14,3863.23,7413.78,8449.73,693,0
379,4,5026.39,2053.12,679.05,704.14,3436.31,9003.86,8449.73,693,0
379,5,4312.73,2207.22,817.1,704.14,3728.46,9588.13,8449.73,693,0
379,6,6551.69,2005.48,634.85,704.14,3344.48,12795.34,8449.73,693,0
379,7,4058.08,2888.64,825.67,704.14,4418.45,12434.97,8449.73,693,0
379,8,2451.7,1086.25,558.02,704.14,2348.42,12538.25,8449.73,693,0
379,9,4936.32,2094.76,794.76,704.14,3593.66,13880.91,8449.73,693,0
379,10,4463.03,2850.42,840.06,704.14,4394.63,13949.3,8449.73,693,0
379,11,4758.28,2717.3,413.88,704.14,3835.32,14872.27,8449.73,693,0
379,12,4568.48,2185.05,810.12,704.14,3699.32,15741.43,8449.73,693,0
380,1,9781.78,3520.44,970.81,985.81,5477.05,20281.92,11829.67,704,0
380,2,8817.67,2808.54,1021.98,985.81,4816.32,24283.27,11829.67,704,0
380,3,9043.68,2923.92,1075.02,985.81,4984.75,28342.2,11829.67,704,0
380,4,9357.73,3483.96,1289.8,985.81,5759.56,31940.37,11829.67,704,0
380,5,11936.35,3477.13,872.12,985.81,5335.05,38541.67,11829.67,704,0
380,6,8509.94,3304.04,1137.01,985.81,5426.85,41624.76,11829.67,704,0
380,7,10364.38,1712.26,1358.89,985.81,4056.96,47932.18,11829.67,704,0
380,8,11034.72,3377.42,1131.74,985.81,5494.97,53471.94,11829.67,704,0
380,9,7088.79,2962.09,1157.82,985.81,5105.71,55455.01,11829.67,704,0
380,10,8739.54,3490.28,1140.25,985.81,5616.33,58578.22,11829.67,704,0
380,11,9239.06,3539.03,733.35,985.81,5258.19,62559.09,11829.67,704,0
380,12,9114.34,4331.57,979.24,985.81,6296.62,65376.82,11829.67,704,0
381,1,6500.56,3267.83,753.32,772.47,4793.62,14629.41,9269.66,678,0
381,2,6249.0,3273.71,766.11,772.47,4812.3,16066.11,9269.66,678,0
381,3,4990.63,2742.44,609.76,772.47,4124.67,16932.07,9269.66,678,0
381,4,4966.87,3558.85,675.91,772.47,5007.23,16891.71,9269.66,678,0
381,5,5865.64,2620.88,740.85,772.47,4134.2,18623.15,9269.66,678,0
381,6,5101.69,3332.8,879.38,772.47,4984.66,18740.18,9269.66,678,0
381,7,5691.61,3244.88,716.58,772.47,4733.93,19697.86,9269.66,678,0
381,8,3568.68,3341.91,798.84,772.47,4913.22,18353.31,9269.66,678,0
381,9,5913.7,1875.76,847.5,772.47,3495.73,20771.29,9269.66,678,0
381,10,3508.23,2354.34,647.35,772.47,3774.16,20505.36,9269.66,678,0
381,11,3773.22,2141.8,329.58,772.47,3243.85,21034.73,9269.66,678,0
381,12,3432.13,2770.71,839.61,772.47,4382.79,20084.07,9269.66,678,0
382,1,6925.36,2003.05,710.21,726.75,3440.01,43840.24,8721.04,776,0
382,2,11694.86,1766.66,767.92,726.75,3261.33,52273.77,8721.04,776,0
382,3,8524.61,1655.68,437.1,726.75,2819.53,57978.86,8721.04,776,0
382,4,6059.84,2594.22,664.61,726.75,3985.58,60053.11,8721.04,776,0
382,5,6719.49,2676.69,580.25,726.75,3983.69,62788.91,8721.04,776,0
382,6,6973.29,1355.12,785.02,726.75,2866.89,66895.31,8721.04,776,0
382,7,7540.71,2613.88,518.67,726.75,3859.3,70576.71,8721.04,776,0
382,8,6789.41,1483.41,682.04,726.75,2892.2,74473.93,8721.04,776,0
382,9,9773.38,2005.43,478.58,726.75,3210.76,81036.54,8721.04,776,0
382,10,5919.38,1302.19,491.33,726.75,2520.27,84435.66,8721.04,776,0
382,11,8327.82,1391.94,783.5,726.75,2902.19,89861.28,8721.04,776,0
382,12,7177.42,1890.54,768.06,726.75,3385.35,93653.35,8721.04,776,0
383,1,6086.83,4301.96,1389.64,1223.15,6914.76,8439.32,14677.85,748,0
383,2,2400.66,3902.7,689.68,1223.15,5815.53,5024.45,14677.85,748,0
383,3,6372.53,3570.23,1115.5,1223.15,5908.88,5488.11,14677.85,748,0
383,4,7839.34,4330.04,986.64,1223.15,6539.83,6787.62,14677.85,748,0
383,5,5556.56,3636.47,751.1,1223.15,5610.72,6733.46,14677.85,748,0
383,6,6136.25,4906.14,762.54,1223.15,6891.84,5977.87,14677.85,748,0
383,7,6374.63,3126.11,1836.34,1223.15,6185.6,6166.9,14677.85,748,0
383,8,6030.21,3229.3,907.96,1223.15,5360.41,6836.7,14677.85,748,0
383,9,6983.27,3917.3,952.28,1223.15,6092.74,7727.23,14677.85,748,0
383,10,8689.15,3918.13,1483.66,1223.15,6624.94,9791.44,14677.85,748,0
383,11,6395.5,3892.55,1157.99,1223.15,6273.7,9913.24,14677.85,748,0
383,12,9505.96,3776.12,1225.83,1223.15,6225.11,13194.1,14677.85,748,0
384,1,2818.33,1919.92,648.91,620.34,3189.17,9801.12,7444.12,644,0
384,2,3704.87,1066.61,476.93,620.34,2163.88,11342.12,7444.12,644,0
384,3,2239.19,1876.33,480.62,620.34,2977.29,10604.02,7444.12,644,0
384,4,2978.41,1305.38,557.81,620.34,2483.53,11098.89,7444.12,644,0
384,5,2444.69,2213.65,694.67,620.34,3528.66,10014.91,7444.12,644,0
384,6,3527.95,1720.55,304.33,620.34,2645.22,10897.64,7444.12,644,0
384,7,3010.74,1506.76,658.69,620.34,2785.79,11122.58,7444.12,644,0
384,8,3927.03,2012.07,816.22,620.34,3448.64,11600.98,7444.12,644,0
384,9,2917.14,1577.33,781.3,620.34,2978.98,11539.14,7444.12,644,0
384,10,3541.54,1746.11,906.71,620.34,3273.17,11807.51,7444.12,644,0
384,11,3891.35,1772.38,513.96,620.34,2906.69,12792.17,7444.12,644,0
384,12,4527.86,1957.34,624.15,620.34,3201.83,14118.2,7444.12,644,0
385,1,3785.8,1784.97,426.94,522.51,2734.41,9633.23,6270.08,700,0
385,2,4941.58,1084.07,562.92,522.51,2169.49,12405.31,6270.08,700,0
385,3,2265.02,1529.07,447.88,522.51,2499.45,12170.88,6270.08,700,0
385,4,3517.37,1701.45,397.58,522.51,2621.54,13066.71,6270.08,700,0
385,5,3376.9,2113.67,351.09,522.51,2987.27,13456.34,6270.08,700,0
385,6,2675.56,1904.83,532.64,522.51,2959.98,13171.92,6270.08,700,0
385,7,3530.47,1968.14,418.78,522.51,2909.43,13792.96,6270.08,700,0
385,8,2960.23,1315.68,477.02,522.51,2315.21,14437.98,6270.08,700,0
385,9,4541.15,900.9,366.51,522.51,1789.92,17189.21,6270.08,700,0
385,10,2240.43,2116.82,442.25,522.51,3081.57,16348.07,6270.08,700,0
385,11,3124.08,934.78,488.23,522.51,1945.52,17526.63,6270.08,700,0
385,12,4138.87,1666.65,508.42,522.51,2697.57,18967.93,6270.08,700,0
386,1,7719.73,1969.84,466.59,537.65,2974.08,28932.28,6451.8,741,0
386,2,7837.38,1568.7,691.84,537.65,2798.19,33971.48,6451.8,741,0
386,3,10007.12,1171.94,641.08,537.65,2350.67,41627.92,6451.8,741,0
386,4,8797.82,1221.53,460.35,537.65,2219.53,48206.22,6451.8,741,0
386,5,5661.2,1559.41,489.75,537.65,2586.81,51280.61,6451.8,741,0
386,6,6304.82,1950.86,282.83,537.65,2771.34,54814.09,6451.8,741,0
386,7,5018.54,1883.09,611.95,537.65,3032.69,56799.94,6451.8,741,0
386,8,4878.15,1838.64,716.0,537.65,3092.29,58585.8,6451.8,741,0
386,9,6552.35,1206.5,655.25,537.65,2399.41,62738.74,6451.8,741,0
386,10,9491.18,1255.62,542.93,537.65,2336.2,69893.72,6451.8,741,0
386,11,8441.58,1659.47,302.79,537.65,2499.91,75835.4,6451.8,741,0
386,12,7369.02,1218.26,366.85,537.65,2122.76,81081.67,6451.8,741,0
387,1,6134.26,1905.56,655.75,610.49,3171.81,6859.73,7325.89,762,0
387,2,5869.13,1894.7,494.47,610.49,2999.67,9729.2,7325.89,762,0
387,3,4220.83,1783.41,591.24,610.49,2985.13,10964.89,7325.89,762,0
387,4,5933.8,2335.88,662.98,610.49,3609.35,13289.34,7325.89,762,0
387,5,4272.34,832.79,493.13,610.49,1936.42,15625.27,7325.89,762,0
387,6,3557.49,1497.06,647.47,610.49,2755.02,16427.74,7325.89,762,0
387,7,5471.71,2682.27,684.22,610.49,3976.98,17922.47,7325.89,762,0
387,8,7916.3,2158.91,776.19,610.49,3545.6,22293.16,7325.89,762,0
387,9,4877.85,1339.49,541.97,610.49,2491.95,24679.06,7325.89,762,0
387,10,5342.75,1543.86,457.69,610.49,2612.04,27409.77,7325.89,762,0
387,11,5917.08,1371.13,376.45,610.49,2358.07,30968.78,7325.89,762,0
387,12,3855.44,1724.17,459.25,610.49,2793.91,32030.3,7325.89,762,0
388,1,5580.12,2235.81,1013.24,870.55,4119.59,24505.56,10446.55,779,0
388,2,10119.33,2842.04,1132.02,870.55,4844.61,29780.28,10446.55,779,0
388,3,11857.92,2296.13,1194.08,870.55,4360.75,37277.45,10446.55,779,0
388,4,7739.67,3277.51,1024.76,870.55,5172.81,39844.31,10446.55,779,0
388,5,4186.95,1980.78,604.75,870.55,3456.07,40575.19,10446.55,779,0
388,6,4590.57,3185.75,1320.79,870.55,5377.08,39788.68,10446.55,779,0
388,7,7745.62,3169.32,1193.65,870.55,5233.52,42300.77,10446.55,779,0
388,8,8710.13,2595.11,817.08,870.55,4282.73,46728.17,10446.55,779,0
388,9,9391.54,3182.73,971.05,870.55,5024.33,51095.38,10446.55,779,0
388,10,9163.67,2578.21,523.86,870.55,3972.61,56286.43,10446.55,779,0
388,11,10136.97,1772.89,1005.35,870.55,3648.79,62774.62,10446.55,779,0
388,12,9843.11,1867.04,738.27,870.55,3475.85,69141.87,10446.55,779,0
389,1,2489.92,2626.28,588.49,729.39,3944.17,2783.78,8752.67,668,1
389,2,1862.63,2472.5,562.25,729.39,3764.14,882.27,8752.67,668,1
389,3,3870.59,1743.59,858.35,729.39,3331.33,1421.53,8752.67,668,1
389,4,3747.26,771.76,799.05,729.39,2300.2,2868.59,8752.67,668,1
389,5,3323.37,2963.17,801.45,729.39,4494.02,1697.94,8752.67,668,1
389,6,4260.2,1799.47,585.32,729.39,3114.18,2843.96,8752.67,668,1
389,7,3559.92,1990.9,973.37,729.39,3693.66,2710.21,8752.67,668,1
389,8,3445.56,1518.14,578.48,729.39,2826.01,3329.76,8752.67,668,1
389,9,4447.31,2096.67,689.14,729.39,3515.2,4261.87,8752.67,668,1
389,10,4532.53,1687.75,321.81,729.39,2738.95,6055.44,8752.67,668,1
389,11,2818.96,2320.6,683.89,729.39,3733.88,5140.52,8752.67,668,1
389,12,2185.18,2744.0,759.2,729.39,4232.59,3093.11,8752.67,668,1
390,1,9529.51,2543.54,778.73,659.76,3982.04,41577.1,7917.16,771,0
390,2,8763.79,1119.58,657.3,659.76,2436.64,47904.26,7917.16,771,0
390,3,5909.86,2613.74,846.21,659.76,4119.71,49694.4,7917.16,771,0
390,4,5921.59,1956.54,700.75,659.76,3317.06,52298.94,7917.16,771,0
390,5,9516.57,1150.16,295.31,659.76,2105.23,59710.28,7917.16,771,0
390,6,7841.45,726.69,685.92,659.76,2072.37,65479.36,7917.16,771,0
390,7,8917.35,2590.93,557.08,659.76,3807.77,70588.94,7917.16,771,0
390,8,8080.36,2301.67,465.84,659.76,3427.28,75242.02,7917.16,771,0
390,9,9544.83,2115.04,559.9,659.76,3334.71,81452.15,7917.16,771,0
390,10,8041.91,1910.35,788.43,659.76,3358.54,86135.52,7917.16,771,0
390,11,7067.42,2091.66,557.35,659.76,3308.77,89894.17,7917.16,771,0
390,12,5946.23,2064.17,511.85,659.76,3235.78,92604.61,7917.16,771,0
391,1,4244.67,1136.76,538.21,632.67,2307.63,21475.1,7592.02,738,0
391,2,5189.95,2145.42,656.31,632.67,3434.4,23230.66,7592.02,738,0
391,3,6448.77,1432.44,573.09,632.67,2638.2,27041.23,7592.02,738,0
391,4,7416.8,981.71,561.18,632.67,2175.56,32282.46,7592.02,738,0
391,5,3848.11,1805.29,563.95,632.67,3001.91,33128.66,7592.02,738,0
391,6,6047.31,2019.25,426.16,632.67,3078.08,36097.89,7592.02,738,0
391,7,4483.21,1897.95,749.61,632.67,3280.23,37300.87,7592.02,738,0
391,8,8453.02,2231.48,472.52,632.67,3336.68,42417.21,7592.02,738,0
391,9,5132.75,1983.88,550.52,632.67,3167.07,44382.89,7592.02,738,0
391,10,5874.0,820.23,720.16,632.67,2173.06,48083.83,7592.02,738,0
391,11,4630.09,1845.95,864.5,632.67,3343.12,49370.8,7592.02,738,0
391,12,3598.41,2027.41,758.24,632.67,3418.32,49550.89,7592.02,738,0
392,1,2050.42,1443.79,471.91,521.76,2437.46,1814.42,6261.13,565,1
392,2,1659.14,1629.83,443.86,521.76,2595.45,878.11,6261.13,565,1
392,3,2758.07,1767.83,733.81,521.76,3023.4,612.77,6261.13,565,1
392,4,2236.96,1250.96,330.05,521.76,2102.76,746.97,6261.13,565,1
392,5,3657.05,1824.38,431.44,521.76,2777.58,1626.43,6261.13,565,1
392,6,3361.7,2095.98,345.5,521.76,2963.24,2024.88,6261.13,565,1
392,7,1917.01,1513.5,382.18,521.76,2417.44,1524.45,6261.13,565,1
392,8,2304.89,1843.89,342.63,521.76,2708.28,1121.06,6261.13,565,1
392,9,2534.93,2022.54,573.97,521.76,3118.27,537.72,6261.13,565,1
392,10,2317.27,1303.84,630.14,521.76,2455.74,399.26,6261.13,565,1
392,11,1666.97,1660.29,525.09,521.76,2707.14,0.0,6261.13,565,1
392,12,3026.57,1337.24,456.84,521.76,2315.84,710.73,6261.13,565,1
393,1,5366.3,2912.38,619.87,855.87,4388.12,29840.53,10270.43,732,0
393,2,4955.76,3142.98,820.33,855.87,4819.18,29977.11,10270.43,732,0
393,3,8224.83,2336.94,855.63,855.87,4048.44,34153.51,10270.43,732,0
393,4,6898.45,3458.11,1135.28,855.87,5449.26,35602.69,10270.43,732,0
393,5,8553.12,2163.97,644.72,855.87,3664.56,40491.25,10270.43,732,0
393,6,7901.76,3451.35,1104.67,855.87,5411.9,42981.11,10270.43,732,0
393,7,6660.69,3034.79,1015.36,855.87,4906.02,44735.78,10270.43,732,0
393,8,6886.24,2691.09,876.88,855.87,4423.84,47198.17,10270.43,732,0
393,9,5330.98,2127.23,705.77,855.87,3688.87,48840.28,10270.43,732,0
393,10,3984.68,2659.31,847.19,855.87,4362.37,48462.59,10270.43,732,0
393,11,7903.7,3376.87,1139.23,855.87,5371.96,50994.34,10270.43,732,0
393,12,8993.34,2081.64,549.48,855.87,3486.98,56500.69,10270.43,732,0
394,1,3345.93,3619.89,1259.1,1105.58,5984.56,13123.35,13266.92,770,0
394,2,8772.09,4502.15,1356.99,1105.58,6964.72,14930.72,13266.92,770,0
394,3,5699.97,2463.4,1253.16,1105.58,4822.14,15808.55,13266.92,770,0
394,4,5357.35,4539.89,634.45,1105.58,6279.91,14885.99,13266.92,770,0
394,5,7627.68,3581.68,1048.43,1105.58,5735.69,16777.98,13266.92,770,0
394,6,5135.71,1607.14,958.69,1105.58,3671.41,18242.28,13266.92,770,0
394,7,5822.56,4238.56,889.2,1105.58,6233.34,17831.5,13266.92,770,0
394,8,7437.08,2245.23,1238.31,1105.58,4589.12,20679.45,13266.92,770,0
394,9,2943.42,5054.11,1066.59,1105.58,7226.28,16396.59,13266.92,770,0
394,10,2013.44,2721.59,863.55,1105.58,4690.71,13719.32,13266.92,770,0
394,11,5585.5,3014.38,922.43,1105.58,5042.39,14262.44,13266.92,770,0
394,12,5317.27,2355.97,1332.71,1105.58,4794.26,14785.45,13266.92,770,0
395,1,4877.72,2689.24,801.18,847.68,4338.1,11173.21,10172.15,619,0
395,2,5267.19,2739.3,624.29,847.68,4211.27,12229.12,10172.15,619,0
395,3,6222.08,2411.03,1202.77,847.68,4461.47,13989.73,10172.15,619,0
395,4,5296.36,3796.08,1096.74,847.68,5740.5,13545.59,10172.15,619,0
395,5,5064.83,2083.32,699.0,847.68,3630.0,14980.42,10172.15,619,0
395,6,5431.28,2634.03,722.85,847.68,4204.57,16207.14,10172.15,619,0
395,7,5790.76,2567.69,1025.48,847.68,4440.85,17557.06,10172.15,619,0
395,8,3623.86,3178.46,953.85,847.68,4979.99,16200.92,10172.15,619,0
395,9,6227.5,3164.45,829.68,847.68,4841.81,17586.62,10172.15,619,0
395,10,4594.48,3676.62,786.1,847.68,5310.4,16870.7,10172.15,619,0
395,11,5689.37,2300.57,453.11,847.68,3601.36,18958.71,10172.15,619,0
395,12,3322.08,2801.11,996.26,847.68,4645.05,17635.74,10172.15,619,0
396,1,4350.8,2304.46,630.87,736.91,3672.24,6887.79,8842.89,710,0
396,2,4235.47,2254.59,625.45,736.91,3616.95,7506.31,8842.89,710,0
396,3,3619.56,2991.98,991.3,736.91,4720.19,6405.68,8842.89,710,0
396,4,3966.17,2242.37,472.9,736.91,3452.18,6919.67,8842.89,710,0
396,5,5416.23,2783.49,875.44,736.91,4395.84,7940.07,8842.89,710,0
396,6,1633.83,2233.34,713.49,736.91,3683.74,5890.16,8842.89,710,0
396,7,4434.62,1961.45,694.22,736.91,3392.58,6932.21,8842.89,710,0
396,8,4374.58,1783.18,631.15,736.91,3151.24,8155.54,8842.89,710,0
396,9,3971.08,2950.48,885.85,736.91,4573.24,7553.38,8842.89,710,0
396,10,4806.4,2245.72,1012.34,736.91,3994.97,8364.82,8842.89,710,0
396,11,2139.1,3328.38,1133.32,736.91,5198.6,5305.31,8842.89,710,0
396,12,4220.41,2670.7,729.91,736.91,4137.51,5388.21,8842.89,710,0
397,1,5995.73,2684.9,612.97,597.98,3895.84,21724.37,7175.74,690,0
397,2,3406.49,2531.38,415.45,597.98,3544.81,21586.05,7175.74,690,0
397,3,4667.31,1915.81,660.34,597.98,3174.13,23079.22,7175.74,690,0
397,4,3465.35,1459.15,376.61,597.98,2433.74,24110.83,7175.74,690,0
397,5,6269.52,2324.66,415.32,597.98,3337.96,27042.39,7175.74,690,0
397,6,6776.79,2211.37,499.45,597.98,3308.8,30510.37,7175.74,690,0
397,7,2736.7,1313.49,508.99,597.98,2420.46,30826.61,7175.74,690,0
397,8,7517.47,1740.88,447.46,597.98,2786.32,35557.76,7175.74,690,0
397,9,5626.7,1212.99,674.87,597.98,2485.84,38698.62,7175.74,690,0
397,10,4099.91,1420.56,654.11,597.98,2672.65,40125.88,7175.74,690,0
397,11,7800.39,2779.61,442.52,597.98,3820.11,44106.16,7175.74,690,0
397,12,4616.82,2025.14,772.71,597.98,3395.83,45327.16,7175.74,690,0
398,1,1748.14,1342.54,529.21,521.54,2393.29,4952.61,6258.5,633,0
398,2,3287.8,1703.23,645.09,521.54,2869.86,5370.55,6258.5,633,0
398,3,2643.53,1288.88,497.58,521.54,2308.01,5706.07,6258.5,633,0
398,4,3082.58,1968.52,502.26,521.54,2992.32,5796.34,6258.5,633,0
398,5,2016.02,1695.92,583.86,521.54,2801.32,5011.03,6258.5,633,0
398,6,3435.26,1299.12,434.47,521.54,2255.13,6191.15,6258.5,633,0
398,7,3122.4,1405.25,462.91,521.54,2389.71,6923.84,6258.5,633,0
398,8,3449.32,1028.35,789.64,521.54,2339.53,8033.63,6258.5,633,0
398,9,2223.79,1903.65,507.36,521.54,2932.55,7324.87,6258.5,633,0
398,10,2804.13,1461.83,633.23,521.54,2616.6,7512.4,6258.5,633,0
398,11,2397.96,1340.51,757.97,521.54,2620.03,7290.34,6258.5,633,0
398,12,2645.27,1300.32,327.23,521.54,2149.09,7786.51,6258.5,633,0
399,1,5749.12,2996.47,1488.94,958.14,5443.55,4923.4,11497.68,642,0
399,2,2508.67,3028.45,894.61,958.14,4881.2,2550.87,11497.68,642,0
399,3,5255.12,2981.72,894.36,958.14,4834.22,2971.78,11497.68,642,0
399,4,5811.9,2857.48,643.5,958.14,4459.12,4324.56,11497.68,642,0
399,5,6080.06,3388.98,828.3,958.14,5175.42,5229.2,11497.68,642,0
399,6,8142.93,3834.17,1160.3,958.14,5952.61,7419.52,11497.68,642,0
399,7,6705.16,2896.05,1231.54,958.14,5085.73,9038.95,11497.68,642,0
399,8,7730.58,3455.07,821.54,958.14,5234.75,11534.79,11497.68,642,0
399,9,5495.77,3286.66,1158.81,958.14,5403.61,11626.94,11497.68,642,0
